Name,Nationality,National_Position,Club_Position,Height,Weight,Preffered_Foot,Age,Work_Rate,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
Maodo Malick Mbaye,Senegal,,RCM,185,75,Right,21,Medium / High,2,2,71,65,47,50,50,47,49,45,51,51,44,72,72,74,78,68,78,68,71,70,62,55,42,58,40,43,54,34
José Luis Sierra,Chile,,Sub,182,71,Right,19,Medium / Medium,3,2,56,58,15,17,18,27,49,14,45,41,31,50,40,69,67,56,62,54,61,72,57,62,68,56,36,25,58,53
Camilo Pontoni,Chile,,LM,172,64,Left,22,Medium / Medium,2,2,57,62,30,41,45,37,60,43,54,40,63,64,51,71,75,50,51,69,71,60,38,48,51,51,41,45,54,37
Lee Chan Dong,Korea Republic,,RCM,183,80,Right,24,Medium / High,3,2,63,59,62,58,60,78,57,60,59,55,46,65,64,60,53,76,76,64,61,71,58,59,45,59,58,60,53,53
Andreas Hadenius,Sweden,,Sub,188,83,Right,26,High / High,2,2,58,42,50,44,58,85,59,67,46,58,31,58,57,39,50,78,87,42,32,61,66,60,29,40,37,25,36,53
Jordan Allen,United States,,Res,180,72,Right,21,Medium / Medium,3,3,64,63,45,59,59,70,60,60,58,57,49,62,55,69,76,65,60,70,78,72,52,54,54,49,49,43,50,39
Jaime Sierra,Colombia,,Res,176,73,Right,30,Medium / Medium,3,3,63,60,23,22,20,34,62,22,61,54,60,59,54,69,70,65,64,72,63,77,58,66,57,59,62,60,65,48
Grégoire Lefebvre,France,,Sub,174,65,Right,22,Medium / Medium,2,2,62,59,58,54,61,59,60,56,59,58,61,68,61,68,66,71,40,77,73,65,51,56,54,45,48,40,45,41
Sultan Al Sharif,Saudi Arabia,,LDM,174,74,Right,25,Medium / High,3,2,52,53,59,66,64,79,55,57,48,40,33,61,57,62,61,87,70,61,73,61,52,45,33,39,32,39,38,32
Lewis Enoh,Cameroon,,Sub,189,78,Right,24,High / Medium,2,3,51,56,18,22,24,57,58,20,45,54,47,53,37,68,71,71,83,48,63,73,70,73,53,54,49,37,63,53
Cameron Dummigan,Northern Ireland,,Sub,180,70,Right,20,Medium / Medium,3,2,57,59,62,63,63,50,49,60,45,32,60,52,49,69,70,71,56,68,70,64,58,35,28,32,45,33,36,25
Ulrik Saltnes,Norway,,Sub,187,78,Right,24,Medium / Medium,3,2,63,62,60,56,61,60,59,58,64,64,61,64,62,69,68,60,70,63,67,61,56,62,54,52,62,55,56,54
Jorge Escamilla,Mexico,,Res,179,79,Left,21,Medium / High,3,2,66,68,36,36,41,42,54,55,60,48,52,66,63,68,64,61,57,74,77,50,56,62,58,59,68,49,67,67
Victor Sköld,Sweden,,ST,181,80,Right,27,High / High,2,2,58,55,16,18,20,45,61,31,53,54,40,53,41,64,63,76,65,64,60,71,57,64,60,53,43,34,61,59
Morten Ågnes Konradsen,Norway,,RCM,176,72,Right,20,Medium / Medium,3,2,64,66,49,57,58,54,56,56,59,57,62,64,62,75,63,60,56,70,80,60,56,62,62,63,60,51,49,60
Jean-Eudes Aholou,Ivory Coast,,Sub,186,71,Right,23,Medium / Medium,3,3,53,59,51,58,60,68,56,60,52,44,51,73,66,69,64,58,64,60,55,55,60,60,40,40,46,44,49,47
David Raya,Spain,,Sub,183,80,Right,21,Medium / Medium,3,1,41,17,19,13,14,24,64,25,24,36,12,49,50,40,45,34,61,63,51,58,20,25,19,14,18,15,26,20
Ignacio Bailone,Argentina,,Sub,190,81,Left,23,Medium / Low,2,2,57,61,16,19,33,31,64,18,53,50,36,58,53,55,54,62,78,45,57,61,60,61,58,64,50,38,62,51
Rodin Quiñones,Colombia,,Res,185,75,Right,21,High / Medium,3,2,61,62,52,62,54,26,62,33,51,44,57,68,56,80,75,82,79,61,76,76,73,51,58,43,40,28,57,35
Mikkel Kallesøe,Denmark,,LM,193,80,Right,19,High / Medium,3,2,63,63,41,33,40,37,53,22,44,46,57,55,51,76,78,67,58,48,59,33,50,60,58,58,55,39,47,48
Aarón,Spain,,Res,187,72,Right,21,Medium / Medium,3,1,22,19,17,18,19,22,61,24,16,22,20,27,31,41,34,45,53,56,32,58,24,40,15,16,25,18,21,23
Raphael Branco,Brazil,,RCB,188,84,Right,26,Medium / Low,1,2,47,45,63,57,60,62,55,58,41,35,38,51,42,63,69,60,75,55,55,76,58,33,41,35,37,22,37,33
Jerome Binnom-Williams,England,,Sub,188,77,Left,22,High / Medium,3,2,61,67,68,66,68,54,45,52,43,48,60,46,29,76,75,71,85,67,84,65,40,24,32,29,26,31,37,27
Harry Lennon,England,,Sub,190,77,Left,22,Low / High,3,2,49,26,64,64,65,43,52,61,33,56,24,42,31,67,72,60,73,51,64,71,64,38,18,19,24,31,37,24
Oliver McBurnie,Scotland,,Res,188,74,Right,20,High / Medium,2,2,54,50,12,14,19,27,61,21,48,49,36,52,37,71,69,72,65,62,59,66,62,66,65,54,42,31,59,50
Vebjørn Hoff,Norway,,Sub,181,74,Right,21,Medium / Medium,3,2,64,62,59,51,57,54,60,56,64,56,57,66,61,68,73,64,50,75,72,71,44,58,54,56,47,43,47,42
Abdoul Aziz Kaboré,Burkina Faso,,Sub,186,78,Right,23,Medium / Medium,3,2,63,61,58,59,62,62,57,62,58,60,59,63,67,63,63,67,70,67,58,63,64,59,50,53,49,53,52,52
Flavio Rojas,Chile,,Sub,185,75,Right,23,Medium / High,3,2,54,48,66,62,64,58,53,58,45,41,40,58,56,62,62,64,62,51,62,56,65,40,31,34,37,34,35,29
Mike Havekotte,Netherlands,,Res,182,79,Right,21,Medium / Medium,3,1,27,20,16,14,12,19,49,28,39,31,20,31,28,43,41,38,53,62,38,65,13,23,13,16,13,15,21,19
Tareiq Holmes-Dennis,England,,Sub,177,73,Left,21,Medium / Medium,3,2,61,57,62,60,61,48,62,56,40,50,57,57,55,65,72,66,59,71,58,60,59,43,31,34,49,29,41,32
Cristian,Spain,,Res,191,73,Right,21,Low / High,3,2,55,38,56,57,65,68,43,54,30,19,28,57,50,34,50,64,82,45,44,61,65,53,18,24,33,26,38,32
Ezequiel Vidal,Argentina,,Sub,170,70,Left,21,Medium / Medium,3,3,59,58,22,22,19,29,41,29,55,54,33,47,38,72,77,60,73,71,66,70,65,61,67,60,49,34,70,48
Jeremías Ledesma,Argentina,,Sub,185,83,Right,24,Medium / Medium,3,1,11,15,13,12,13,23,61,20,36,31,15,31,22,49,42,37,60,50,40,59,15,22,13,20,16,13,22,21
David Wheeler,England,,RM,180,76,Right,26,High / High,3,2,57,60,37,24,27,48,51,31,53,54,55,50,43,80,83,83,70,72,80,79,61,64,66,41,52,35,50,41
Wilmer Boyacá,Colombia,,Sub,170,68,Left,26,Medium / High,2,2,60,58,47,54,57,59,65,63,58,48,55,58,55,73,70,74,56,77,79,57,63,53,26,49,60,49,28,23
Jake Flannigan,England,,Res,180,71,Right,21,Medium / Medium,3,2,69,66,49,52,53,51,52,28,64,61,50,71,66,62,68,53,59,67,63,54,52,65,57,44,64,56,55,51
Vladislavs Gabovs,Latvia,,Sub,176,73,Right,29,Medium / Medium,2,2,63,60,64,63,64,63,50,59,62,37,47,66,64,70,74,70,70,75,75,64,41,54,40,40,50,32,44,37
Nicolás Rodríguez,Argentina,,Sub,191,83,Right,23,Medium / Medium,2,1,17,21,20,14,15,22,60,20,28,25,17,29,18,40,49,38,60,44,38,50,19,24,13,19,16,21,25,17
Nelson Espinoza,Chile,,Sub,190,84,Right,21,Medium / Medium,2,1,19,12,15,18,16,20,60,24,52,24,19,23,18,49,47,29,54,66,34,59,15,25,17,15,14,16,22,12
Jungo Fujimoto,Japan,,Sub,173,69,Left,33,Medium / Medium,3,3,65,64,32,38,32,38,62,33,65,57,69,74,68,37,45,34,60,70,58,56,32,50,59,41,52,36,46,40
Francesco Ruberto,Switzerland,,Sub,184,80,Right,24,Medium / Medium,3,1,21,21,15,13,13,19,55,22,11,24,14,23,18,44,42,21,55,65,39,50,19,22,18,13,12,12,22,14
Ögmundur Kristinsson,Iceland,,GK,191,88,Right,27,Medium / Medium,2,1,16,15,12,19,15,25,55,29,47,29,11,26,23,41,48,34,53,50,35,54,11,22,15,19,12,14,21,15
Sotan Tanabe,Japan,,Sub,175,68,Right,26,High / Low,4,3,62,59,48,52,50,45,56,49,54,60,66,62,64,69,64,65,57,71,67,51,43,55,56,58,54,58,61,52
Hendrik Bonmann,Germany,,Res,194,82,Right,23,Medium / Medium,3,1,13,9,9,13,14,23,57,11,31,56,11,22,16,30,34,33,69,29,34,63,14,23,7,11,11,12,23,9
Tariqe Fosu,England,,Sub,170,67,Right,21,Medium / Medium,3,3,63,65,34,22,27,45,54,33,48,47,57,56,53,84,80,64,41,71,75,52,39,56,57,55,49,47,57,44
Jonathan Mitchell,England,,Sub,182,86,Right,22,Medium / Medium,2,1,40,18,13,16,15,50,65,52,59,59,15,45,45,64,40,60,67,62,60,65,20,25,12,20,14,16,29,13
Oswal Álvarez,Colombia,,Res,176,89,Right,21,High / Low,4,3,69,68,14,16,15,34,60,15,57,43,39,63,34,85,80,39,72,70,69,76,56,58,62,52,60,34,48,61
Raphael Framberger,Germany,,Res,179,73,Right,21,Medium / Medium,3,2,56,49,62,65,64,55,62,59,48,44,58,54,51,67,64,65,55,74,66,62,51,42,41,38,38,40,39,40
Dawid Kudła,Poland,,GK,189,84,Right,25,Medium / Medium,2,1,20,14,13,19,15,21,60,25,47,45,14,26,20,40,48,32,80,45,38,63,16,21,18,20,15,15,19,12
Ben Purrington,England,,LB,178,73,Left,20,Medium / Medium,3,2,56,58,58,59,62,54,53,58,49,53,62,63,57,71,68,73,67,73,75,74,55,36,45,33,48,39,40,53
Wesam Waheeb Mudhaya,Saudi Arabia,,CAM,161,56,Right,24,Medium / Low,4,3,61,66,17,15,12,61,62,45,47,63,57,61,54,71,72,70,48,62,77,37,42,53,58,55,42,47,59,54
Jeppe Grønning,Denmark,,LCM,180,67,Right,25,Medium / High,3,2,55,48,60,64,68,57,63,64,46,48,35,61,50,53,55,76,62,59,59,58,50,40,27,44,23,27,39,33
Glen Rea,Republic of Ireland,,CDM,184,73,Right,22,Medium / High,3,2,54,40,61,60,62,60,50,62,43,49,37,59,56,59,64,70,66,49,48,72,60,40,26,33,32,31,28,28
Callum Elder,Australia,,Sub,180,67,Left,22,High / High,2,2,54,56,63,61,59,56,56,55,33,45,58,56,51,69,73,79,47,65,57,73,62,40,29,32,54,29,36,32
Abdallah Ndour,Senegal,,LB,186,70,Right,23,Medium / Medium,3,2,66,54,53,67,62,53,47,46,37,38,62,63,59,77,74,60,72,63,68,70,59,36,24,23,28,27,38,30
Lloyd Jones,England,,Sub,190,75,Right,21,Medium / Medium,2,2,40,32,61,57,64,51,58,65,32,55,32,52,43,53,52,32,77,51,36,70,61,44,24,28,31,36,46,29
Juan Garro,Argentina,,Sub,179,71,Right,24,Medium / Medium,3,2,63,62,21,20,17,29,57,12,57,61,51,59,52,70,69,59,63,67,74,73,63,58,61,55,48,36,67,51
Luis Jeréz Silva,Argentina,,Sub,183,82,Right,28,Medium / Medium,3,2,60,55,65,63,67,59,57,63,42,63,51,59,56,63,66,58,71,64,63,76,60,52,52,64,40,40,46,49
Rodrigo Contreras,Argentina,,Sub,186,84,Left,21,Medium / Medium,3,2,63,59,26,21,25,31,59,36,48,50,34,52,42,54,66,69,76,58,59,59,55,59,64,64,51,36,43,48
Lucas Kruspzky,Argentina,,Sub,171,71,Left,24,Medium / Medium,3,2,52,49,58,67,64,59,57,61,42,41,51,52,56,76,78,66,63,79,68,71,52,31,30,33,41,38,44,34
Javier Burrai,Argentina,,Sub,187,76,Right,26,Medium / Medium,2,1,17,20,21,14,15,27,53,27,12,33,17,24,24,47,40,30,59,55,30,52,12,20,19,16,12,12,29,17
Dalibor Pleva,Slovakia,,RB,181,78,Right,32,Medium / Medium,2,3,62,60,59,62,63,75,52,59,59,71,62,64,59,66,67,60,65,64,65,60,48,56,41,53,49,33,48,35
Jack Marriott,England,,Res,174,71,Right,22,Medium / Medium,4,2,58,55,14,15,25,33,60,22,49,61,35,46,34,79,77,69,64,60,76,81,56,59,63,59,42,33,60,46
Patricio Jerez,Chile,,Sub,167,66,Left,31,Medium / High,2,2,63,62,64,63,63,54,53,63,54,55,67,66,63,71,73,74,42,74,76,57,54,63,21,47,32,28,46,25
Roberto Saldías,Chile,,Sub,174,67,Right,24,Medium / Medium,3,3,52,65,19,18,14,32,54,12,71,48,46,59,46,80,80,55,44,74,74,60,61,61,59,61,57,58,61,47
David Reyes,Chile,,Sub,181,79,Right,32,Medium / Medium,3,1,35,23,17,20,11,23,47,23,54,65,16,35,36,31,41,33,68,60,33,59,17,27,14,21,23,22,21,22
Joe Wright,Wales,,Sub,193,82,Right,22,Medium / Medium,3,2,38,32,62,61,65,58,48,62,36,50,29,41,33,51,49,64,73,51,45,65,64,44,23,19,25,29,30,32
Gauthier Gallon,France,,GK,186,79,Right,23,Medium / Medium,2,1,18,17,12,13,16,25,56,22,15,25,12,29,27,40,40,29,64,54,38,59,13,20,14,15,15,19,19,16
Fausto Obeso,Colombia,,Sub,170,68,Left,28,Medium / Medium,3,2,52,63,53,61,64,62,59,56,56,59,67,58,62,79,78,63,62,80,82,85,43,66,57,62,64,40,38,46
Andrés Ricaurte,Colombia,,LCM,182,70,Left,25,Medium / Low,3,3,65,63,40,32,42,37,64,52,64,47,59,58,62,80,70,71,70,59,61,70,42,55,57,58,56,40,61,41
Iván Arboleda,Colombia,,Sub,185,76,Right,20,Medium / Medium,3,1,20,21,12,15,13,20,48,20,20,39,20,25,25,54,58,44,50,61,54,65,19,21,16,14,22,17,23,20
Diego Rosende,Chile,,Sub,172,69,Right,31,Medium / Medium,3,3,67,51,58,52,64,69,57,68,55,58,52,67,70,55,45,54,60,69,64,69,53,57,38,61,44,38,47,38
Jesús Arrieta,Colombia,,ST,182,78,Right,26,Medium / Medium,3,3,59,57,24,26,25,52,65,20,44,48,23,48,24,65,63,71,73,59,58,55,58,58,63,50,32,25,54,49
Niccoló Belloni,Italy,,LM,176,68,Left,22,Medium / Medium,2,3,65,64,30,32,36,39,58,28,55,48,59,58,45,74,73,63,57,73,73,47,46,60,52,56,60,53,47,59
Luca Crecco,Italy,,Res,183,80,Left,21,Medium / Medium,2,2,70,62,24,32,42,48,57,56,55,59,63,68,60,69,68,74,69,62,58,53,56,62,50,54,43,35,44,42
Kasper Junker,Denmark,,Sub,178,76,Left,23,High / Medium,3,2,65,60,17,20,13,33,58,11,43,49,34,43,34,78,81,64,62,71,67,70,55,69,63,52,34,35,63,52
Victor Lekhal,France,,Sub,187,72,Left,23,Medium / Medium,2,2,61,50,61,61,60,64,50,63,58,50,46,64,62,73,69,60,73,57,72,81,60,43,30,34,45,35,45,27
Scott Harrison,England,,LCB,183,78,Right,23,Medium / Medium,2,2,41,31,59,58,64,70,51,64,38,43,31,40,37,52,48,62,70,55,56,70,61,43,27,24,36,29,46,30
Alex Kiwomya,England,,Sub,179,67,Right,20,High / Medium,3,3,59,66,12,15,19,29,55,19,53,45,50,50,44,91,94,64,56,68,70,65,50,51,59,53,55,36,55,38
Hosam Aiesh,Sweden,,Sub,180,72,Right,22,Medium / Medium,4,3,65,72,38,32,38,60,50,37,54,54,55,55,42,84,80,67,47,71,75,57,34,58,43,46,53,39,42,49
Timo Plattel,Netherlands,,Sub,185,70,Right,23,Medium / Medium,2,1,24,18,16,12,14,19,50,10,30,31,17,31,25,35,28,22,54,40,39,50,21,22,16,16,21,18,31,13
Brad McKay,Scotland,,Sub,183,75,Right,24,Medium / Medium,3,2,35,52,60,61,65,66,58,57,39,41,37,35,38,68,70,61,75,57,44,73,61,29,24,28,30,29,39,23
Lucas Rougeaux,France,,Sub,186,86,Right,23,Medium / Medium,3,2,49,39,60,63,66,67,58,62,41,49,60,55,59,54,62,69,79,52,46,64,61,52,42,37,27,36,47,42
Nicolás Albarracín,Uruguay,,Sub,182,72,Left,23,Medium / Medium,3,3,61,57,32,36,44,41,66,39,60,56,56,60,58,63,73,44,54,65,62,54,46,57,61,64,49,48,53,53
Carlton Morris,England,,Sub,185,85,Right,21,Medium / Medium,3,2,61,56,26,28,25,63,48,39,50,53,32,50,45,70,74,62,76,60,61,72,63,62,61,55,44,31,64,49
Godsway Donyoh,Ghana,,LW,179,71,Left,22,Medium / Medium,3,2,62,68,17,16,14,34,49,14,52,50,48,60,48,83,85,61,49,76,76,73,52,61,62,57,55,50,52,59
Kwon Yong Hyun,Korea Republic,,Sub,170,70,Right,25,High / Low,4,2,56,58,23,25,29,40,53,22,46,57,63,65,53,86,83,62,42,88,82,68,41,48,54,42,43,34,53,38
Rhys Healey,Wales,,Sub,173,68,Right,22,Medium / Medium,2,2,59,56,14,18,17,29,52,15,48,50,38,45,34,81,74,59,56,72,79,62,55,63,66,60,43,39,62,52
Richard Brindley,England,,RWB,178,77,Right,23,Medium / Medium,3,2,56,54,54,59,60,53,56,58,36,36,59,56,52,78,80,70,64,70,62,60,51,48,47,37,30,29,59,26
Awer Mabil,Australia,,RM,179,65,Right,21,Medium / Low,2,4,60,72,23,20,23,26,59,25,45,34,53,46,39,93,92,63,39,80,87,51,30,53,49,45,62,60,56,49
Hiram Boateng,England,,Sub,187,80,Left,21,High / High,3,3,61,60,58,56,63,56,57,56,56,61,41,67,63,72,70,79,78,65,66,73,60,64,43,52,46,43,41,39
Jamille Matt,Jamaica,,Sub,185,75,Right,27,Medium / Medium,3,2,53,56,20,16,13,60,62,12,54,59,40,52,27,70,64,65,83,52,57,63,64,55,63,50,40,33,68,49
Isaac Donkor,Ghana,,Sub,180,70,Right,21,Medium / Medium,2,2,53,35,62,66,67,59,57,63,21,50,36,51,49,79,80,65,72,55,69,81,52,36,39,23,34,29,44,25
Amando Moreno,United States,,Sub,169,65,Right,21,High / Medium,3,2,59,65,19,19,13,59,59,11,45,51,34,39,27,67,76,52,52,84,75,60,59,66,64,45,35,28,50,51
Mikkel Desler,Denmark,,RB,187,77,Right,22,High / Medium,3,2,67,65,57,62,59,47,55,52,56,60,48,67,61,74,76,71,45,63,80,80,58,58,59,59,54,51,58,46
Sondre Tronstad,Norway,,RCM,173,70,Right,21,Medium / Medium,4,2,65,72,43,32,42,38,56,46,62,73,58,64,63,69,69,64,45,73,75,62,39,61,58,60,58,51,58,63
Ricardo Santos,Portugal,,Sub,196,77,Right,21,Medium / Medium,3,2,32,31,61,63,63,59,41,61,29,41,14,41,39,70,71,67,85,52,69,81,55,35,28,17,30,29,25,29
Álex Guanche,Spain,,Res,180,69,Right,23,Medium / Medium,3,1,23,13,13,16,17,27,59,23,17,31,20,28,24,55,59,45,47,66,37,59,15,26,17,13,14,18,29,12
Mahlon Romeo,Antigua & Barbuda,,Sub,178,73,Right,21,High / Medium,3,2,55,59,58,57,61,44,55,59,46,42,58,48,40,77,80,75,64,59,60,69,49,40,47,27,53,35,45,29
Stefan Milosavljevic,France,,Sub,185,80,Right,23,Medium / Medium,3,1,20,13,17,13,19,19,59,21,11,26,20,32,19,44,43,20,81,54,35,55,15,15,18,13,20,13,12,14
Ronny Marcos,Mozambique,,Sub,174,69,Left,23,High / Medium,3,2,60,56,59,58,62,66,59,54,39,43,57,58,44,79,77,68,62,79,72,66,57,43,29,32,38,30,38,27
James Pearson,England,,Sub,186,75,Right,24,Medium / Medium,3,2,52,46,60,62,64,55,57,61,37,41,59,53,42,62,64,72,64,54,59,71,63,41,27,26,35,32,36,24
Mateusz Cichocki,Poland,,Sub,187,79,Right,25,Medium / Medium,2,2,49,34,58,65,64,50,49,61,30,47,24,62,51,61,60,56,70,53,49,71,60,33,24,18,31,24,35,26
Jermaine Anderson,England,,Sub,180,75,Left,20,Medium / Medium,3,2,63,61,28,58,59,44,62,37,63,55,46,64,61,74,72,70,51,63,82,69,31,53,53,58,43,42,43,44
Greg Leigh,England,,LWB,181,73,Left,22,High / Medium,2,2,57,62,59,58,61,53,56,61,33,56,61,51,51,84,80,60,68,70,56,60,59,44,45,50,34,35,39,30
Joris Voest,Netherlands,,Sub,181,70,Left,22,Medium / Medium,3,2,60,55,59,66,66,67,58,60,46,52,55,56,52,68,66,55,67,69,62,68,59,61,35,46,62,44,36,49
Jack Hamilton,Scotland,,GK,189,74,Right,23,Medium / Medium,2,1,24,13,15,13,14,16,53,19,45,22,16,30,18,46,46,32,48,65,44,58,16,22,13,14,15,16,23,18
Kelle Roos,Netherlands,,Res,196,90,Right,24,Medium / Medium,4,1,20,16,14,21,18,20,57,19,42,44,14,25,20,45,38,43,68,38,35,60,13,34,18,18,17,15,23,19
Manuel Vicentini,Argentina,,Sub,187,86,Right,26,Medium / Medium,3,1,23,13,17,13,14,27,60,22,26,68,12,25,22,42,47,37,63,62,37,70,17,19,13,16,20,16,25,20
Hani Mohammed Al Nahedh,Saudi Arabia,,Sub,179,67,Right,29,Medium / Medium,3,1,21,13,13,14,12,21,62,25,37,29,16,29,16,42,49,35,44,61,30,51,19,16,20,13,13,11,22,13
Marcin Cebula,Poland,,Sub,174,60,Right,21,Medium / Medium,3,2,61,60,42,54,57,66,55,51,58,36,50,66,63,68,70,74,40,82,83,70,60,63,54,55,52,40,37,46
Fabrice Olinga,Cameroon,,Sub,175,71,Right,20,Medium / Medium,3,3,70,72,15,11,26,38,54,13,51,62,56,58,50,78,76,42,46,79,81,74,33,58,48,47,38,50,51,54
Saleh Al Shehri,Saudi Arabia,,Sub,182,73,Right,23,Medium / Medium,2,3,63,61,15,14,19,45,57,12,48,50,36,49,34,64,72,56,76,54,56,82,60,63,60,55,52,37,68,46
Bader Mansour Al Seliteen,Saudi Arabia,,Sub,177,68,Right,26,Medium / Medium,3,3,66,61,52,46,49,70,53,56,63,65,59,66,69,56,55,66,65,71,73,77,47,52,41,56,64,32,38,61
Abdullah Al Sdairy,Saudi Arabia,,Res,185,86,Right,25,Medium / Medium,3,1,15,20,15,13,18,21,56,18,62,30,18,24,19,41,53,26,59,50,52,62,15,23,12,17,16,17,19,15
Waleed Mojammami,Saudi Arabia,,RB,175,70,Right,31,Medium / Medium,2,2,55,52,58,60,62,55,63,52,43,50,52,55,50,78,76,78,57,73,83,66,43,73,45,56,53,66,35,47
Jamaan Ibrahim Al Dawsari,Saudi Arabia,,RCB,175,70,Right,29,Medium / Medium,3,2,53,43,65,62,58,53,54,56,41,45,27,53,46,52,51,62,73,62,62,74,71,38,22,23,30,29,39,29
Pål Vestly Heigre,Norway,,Sub,188,88,Right,22,Medium / Medium,3,1,22,12,16,19,12,23,56,21,35,25,20,30,27,42,42,32,56,60,30,56,16,18,20,19,15,13,16,21
Frederik Møller,Denmark,,LB,180,75,Left,23,Medium / Medium,3,2,56,59,53,55,61,46,68,61,50,56,66,59,60,67,72,62,70,70,64,66,52,63,51,42,68,61,42,54
Lee Woo Hyeok,Korea Republic,,LCM,185,78,Left,24,Medium / Medium,3,2,57,58,58,44,48,60,61,56,61,52,57,68,58,68,73,75,65,61,82,67,60,49,33,63,34,53,45,28
Blake Powell,Australia,,Sub,176,73,Right,25,High / Medium,3,2,60,60,20,15,17,26,61,17,52,55,43,56,33,76,70,70,58,59,64,61,59,60,64,48,45,26,59,59
Manuel Kuttin,Austria,,Sub,194,94,Right,23,Medium / Medium,3,1,28,20,23,21,16,25,54,29,40,33,12,32,18,44,45,22,70,50,36,59,22,34,11,19,24,13,16,15
Christian Schilling,Austria,,Sub,183,75,Left,25,Medium / Medium,3,2,63,56,60,64,62,67,59,57,46,39,61,53,26,66,77,60,69,61,68,60,52,26,33,28,61,26,35,29
Andreas Kuen,Austria,,LM,175,72,Left,22,Medium / Medium,4,2,66,64,31,34,30,34,46,22,62,58,61,64,56,68,69,54,56,61,74,75,48,63,52,54,58,40,49,49
Krzysztof Kamiński,Poland,,Sub,191,86,Right,26,Medium / Medium,3,1,26,14,17,13,12,21,56,18,14,27,13,26,24,30,44,34,54,58,38,55,12,25,18,14,16,17,23,15
Jack King,England,,LCB,183,75,Right,31,Medium / Medium,3,2,58,52,58,54,60,73,51,57,54,55,48,60,57,54,53,66,80,60,53,64,63,61,53,60,45,51,65,50
Ryan McLaughlin,Northern Ireland,,RB,174,69,Right,22,High / Medium,3,2,65,58,54,64,68,60,52,51,59,51,64,61,54,79,75,61,57,76,64,71,42,25,51,28,33,34,59,23
Ismahil Akinade,Nigeria,,Sub,191,82,Right,23,Medium / Medium,2,2,62,57,17,42,45,34,47,42,50,53,42,47,34,81,77,62,88,60,58,63,56,61,66,51,33,29,51,45
Janoi Donacien,St Lucia,,LB,183,75,Right,23,Low / High,2,2,52,48,59,62,63,70,49,61,43,52,55,55,42,79,80,67,75,61,62,71,62,50,23,35,24,24,46,37
Daniel Bachmann,Austria,,Res,191,81,Right,22,Medium / Medium,3,1,22,14,16,11,11,31,69,26,20,22,14,36,35,50,55,36,64,44,60,57,12,21,17,15,18,20,31,23
Simon Grether,Switzerland,,RB,178,77,Right,24,Medium / Medium,3,2,62,52,58,58,59,62,60,57,59,59,55,65,59,72,66,70,61,63,62,65,60,64,43,53,44,55,57,43
Muteb Salem Al Najrani,Saudi Arabia,,Sub,174,70,Right,26,Medium / Medium,3,2,56,58,17,11,16,59,56,15,42,50,44,52,26,81,79,64,49,79,78,78,58,64,62,60,36,30,56,53
Ala'a Al Rishani,Saudi Arabia,,Sub,184,75,Right,29,Medium / Medium,3,2,59,47,57,56,66,74,57,70,44,50,61,56,56,68,59,54,77,64,58,47,48,63,45,56,64,56,56,44
Majed Hazazi,Saudi Arabia,,RB,161,59,Right,28,Medium / Medium,2,2,49,65,61,57,60,73,57,55,40,55,59,60,56,86,78,79,60,76,90,68,41,46,36,48,59,47,36,59
Freddie Ladapo,Nigeria,,LS,187,79,Right,24,Medium / Low,3,2,64,57,11,20,14,57,46,18,43,39,35,44,43,83,80,72,77,66,73,68,60,63,60,55,45,31,62,58
Kieron Morris,England,,LM,178,71,Left,22,Medium / Low,2,3,61,65,33,38,41,56,55,31,53,62,59,59,51,75,73,69,62,75,83,58,33,67,56,66,55,42,49,41
Reda Jaadi,Belgium,,Sub,186,70,Left,22,Medium / Medium,3,3,68,69,29,33,34,43,50,32,59,57,61,66,62,62,65,63,32,67,69,65,40,52,47,57,55,58,53,54
Ryan Edwards,England,,RCB,188,76,Right,23,Medium / Medium,3,2,40,30,61,69,66,53,56,63,36,46,31,50,39,65,59,64,58,68,64,75,63,47,28,22,31,38,48,30
Jordan Moore-Taylor,England,,LCB,178,83,Left,23,Medium / High,2,2,50,42,52,62,66,61,54,48,35,58,56,55,61,60,68,75,83,65,59,75,62,51,25,25,24,47,39,30
Héctor Cuevas,Argentina,,ST,186,81,Right,34,Medium / Low,3,2,55,53,24,20,21,47,71,17,45,42,27,43,22,46,56,55,78,58,54,72,66,56,66,51,31,29,61,51
Jon Guthrie,England,,LCB,192,82,Left,24,Medium / Medium,3,2,55,56,61,66,65,52,55,56,41,48,58,55,54,68,64,64,70,58,46,57,58,31,21,18,56,49,31,19
Moon Sang Yun,Korea Republic,,Sub,178,71,Left,26,Medium / Medium,3,3,63,61,57,35,56,64,61,60,64,60,62,64,61,62,67,63,67,76,77,39,55,59,46,52,69,67,67,43
Matthew Pearson,England,,RB,190,72,Right,23,Low / Medium,3,2,52,52,61,64,64,60,53,61,35,62,57,58,54,69,66,70,75,60,61,71,62,53,50,51,39,33,51,35
Hwang Soon Min,Korea Republic,,Sub,178,69,Left,26,High / Medium,3,2,57,63,45,44,40,44,55,62,63,55,52,63,57,57,79,64,58,79,76,77,56,50,58,43,47,52,57,46
